id,fen,sol,turn,rating,n_moves
DBB5e,6k1/5Np1/7p/3Q4/8/2P1K3/r4rPP/8 b - - 8 38,a2e2 e3d4 e2d2,b,1274,3
bV39O,5rk1/RR4p1/2p3rp/8/2PB4/3P1bb1/5P2/6K1 w - - 0 32,b7g7 g6g7 a7g7,w,1275,3
tqCG9,8/3P3p/1p5k/1B6/2P3R1/2P3P1/r4r1P/4R1K1 b - - 1 36,f2g2 g1h1 g2h2,b,1275,3
8IQey,3rr1k1/pRR2ppb/3q3p/3p4/P4b2/5PP1/4P1BP/Q6K w - - 0 31,c7f7 f4e5 f7g7 g8h8 g7h7,w,1276,5
KSXd1,5rk1/2R1Rnpp/p3p1q1/1r1pP3/5Q2/5P2/3N2PP/6K1 w - - 1 33,e7f7 g6f7 c7f7,w,1276,3
8NDUe,3r3k/2R2R2/p3n2p/3N4/2P5/br1p2p1/3K2P1/8 w - - 10 43,f7h7 h8g8 d5f6 g8f8 c7f7,w,1277,5
ICZos,6k1/7p/4ppp1/3P4/3PnqN1/3Q3P/rr2R1P1/4R1K1 b - - 0 30,b2e2 d3e2 a2e2,b,1277,3
gcf4K,6R1/p7/5pp1/4p1k1/5q2/P2Q1B1P/1r3rP1/4R1K1 b - - 3 36,f2g2 f3g2 f4f2 g1h2 f2g2,b,1277,5
o5Qfc,2r2k2/3RRppp/p7/5P2/2p5/P2r3P/6P1/6K1 w - - 2 32,e7f7 f8g8 f7g7,w,1277,3
AGUeU,6k1/pp1b2pp/5p2/7q/3P1B2/2PB2Q1/Pr2r1PP/2R2RK1 b - - 1 28,e2g2 g3g2 b2g2,b,1278,3
KxMWB,2r1k3/2RR1pp1/8/2r4p/7P/2P3P1/6K1/8 w - - 4 40,d7e7 e8f8 e7f7 f8g8 f7g7,w,1278,5
L421U,8/6pk/3N1n2/3PR2P/1pP4K/1P2R1P1/rr6/8 b - - 2 46,b2h2 h4g5 h2h5 g5f4 a2f2,b,1278,5
RHqCW,1R6/6pk/4p2p/1P1b4/3K4/4P2P/r1rN1RP1/8 b - - 18 38,c2d2 f2d2 a2d2,b,1278,3
7Vam5,7k/8/p2R4/1p2P3/2p5/8/PP3r1r/2K3R1 b - - 2 39,f2c2 c1b1 c2b2,b,1279,3
La39E,2r3k1/1R2Rr1q/p5p1/3pP3/3P4/Q7/3b1PPP/6K1 w - - 1 39,e7f7 h7f7 b7f7,w,1279,3
LzQSw,2k4r/pp1RR3/2n1pp2/2p3pp/Q7/4B2P/Pqb2PP1/6K1 w - - 4 28,d7c7 c8b8 c7b7 b2b7 e7b7,w,1279,5
XqFUV,8/pR4R1/k1p5/3p3p/3P3P/3P4/r4rP1/6K1 w - - 1 31,b7a7 a6b6 g7b7,w,1279,3
YTZOc,6k1/pQ3p2/1p2p1p1/6Np/6nP/P7/1r3rP1/3R2K1 b - - 1 27,f2g2 g1h1 g2h2,b,1279,3
Y4VCP,8/1R4Rp/4pp1k/8/p3P2P/P3P2r/r7/4K3 w - - 3 40,g7h7 h6g6 b7g7,w,1281,3
6qDjI,6k1/R2R1pp1/4p2p/2P1P3/5P2/7P/rr4PK/8 b - - 0 33,b2g2 h2h1 g2h2,b,1282,3
BlaH7,7k/4R3/4B2p/R2P4/2b2P2/8/1r4r1/7K b - - 3 54,g2h2 h1g1 b2g2,b,1282,3
JuQov,6k1/Q4p1p/2NP2p1/8/8/7P/Pr3rPK/8 b - - 0 27,f2g2 h2h1 g2h2,b,1282,3
wJ5fH,2kr4/pp3R1R/4p3/4P3/1b1P4/3r4/PP6/2K5 w - - 3 27,f7c7 c8b8 c7b7 b8a8 b7a7,w,1282,5
TSuI2,5r2/RR3pk1/6P1/5P1p/5K2/8/8/6r1 w - - 3 50,b7f7 f8f7 a7f7,w,1284,3
0djji,8/1pknR1R1/2p2p2/2Pp4/3q1PK1/8/8/8 w - - 0 42,e7d7 c7c8 d7c7 c8b8 c7b7,w,1285,5
iVRar,8/R2R1pkp/6p1/8/1pK5/6P1/P4q1P/8 w - - 0 39,d7f7 f2f7 a7f7,w,1285,3
uFmYb,6rk/1R4R1/1p3rPp/6n1/4P1K1/8/6P1/8 w - - 13 42,g7h7 g5h7 b7h7,w,1285,3
4941c,r4rk1/p1R1R1pp/1p1p4/3n1q2/3P4/4Qb2/PP1N1PPP/6K1 w - - 2 21,e7g7 g8h8 g7h7 f5h7 c7h7,w,1286,5
cBusr,2r2k2/QR4R1/4p2p/4qpn1/4p3/4P1P1/P1r2PKP/8 w - - 1 39,b7f7 g5f7 a7f7,w,1286,3
nvyKH,6qk/1R3R1p/p7/8/8/4p3/1P5P/7K w - - 0 31,f7h7 g8h7 b7h7,w,1286,3
8yfXg,r3r1k1/1R1R2pp/2p2b2/2q1pQ2/p1P2p2/3P1P2/2P3PP/7K w - - 0 29,d7g7 f6g7 f5f7 g8h8 f7g7,w,1287,5
C93wV,8/R2R1pkp/6p1/Pr4r1/8/5K2/6P1/8 w - - 4 41,d7f7 g7g8 f7g7 g8h8 g7h7,w,1287,5
FuXCn,8/1R2Rpkp/3p2p1/8/5PPK/r2r3P/8/8 w - - 3 33,e7f7 g7g8 f7g7 g8h8 g7h7,w,1287,5
I2PgZ,1r6/4RRpk/6pp/ppb5/6P1/1P1r1P1P/2P3K1/8 w - - 0 33,f7g7 h7h8 g7h7,w,1287,3
uVu70,5rk1/p3RR1p/1p1r2p1/8/1PB5/8/P5KP/3q4 w - - 0 26,f7g7 g8h8 g7h7,w,1287,3
CfCM6,6k1/pp2q1pp/4R3/3Q4/3P4/8/Pr3rPP/2R3K1 b - - 0 26,f2g2 d5g2 b2g2,b,1288,3
54wFk,4r1k1/R4Rb1/1p2n1p1/1Pp5/2Prq3/5QPP/7K/6N1 w - - 3 35,f7g7 e6g7 f3f7 g8h8 f7g7,w,1289,5
KRrrD,1rr3k1/2R2Rp1/p6p/3pP3/bp1P4/4P1PP/PP6/6K1 w - - 1 29,f7g7 g8h8 g7h7,w,1289,3
dwlQx,2r2rk1/2RR2pp/p4p2/1p6/8/5P2/1P2B1bP/2K5 w - - 1 24,d7g7 g8h8 g7h7,w,1289,3
zQKYo,6R1/kp5p/p7/8/4P3/8/4Nr1r/4R1K1 b - - 5 34,f2e2 e1e2 h2e2,b,1289,3
10RYI,2rB4/1pp3RR/2knp3/1p2p3/P2pP3/1P1P1r2/2PK4/8 w - - 0 36,g7c7 c8c7 h7c7,w,1290,3
F5Dcy,8/R5R1/4k2p/6p1/8/1P3PK1/P1r2r1P/8 b - - 6 43,f2g2 g3h3 g2h2 h3g4 c2g2,b,1290,5
kfPIH,r5k1/1R3Rp1/4N2p/8/6P1/4PK1P/5P2/qr6 w - - 2 43,f7g7 a1g7 b7g7,w,1291,3
6BEu2,k4r2/1R4QR/rp1q4/2pn4/8/P7/1P4P1/1K6 w - - 0 33,b7a7 a6a7 g7a7,w,1292,3
ItYvc,8/p7/P2R4/2P2k2/1R6/1PK1P3/2Pr3r/8 b - - 2 56,d2c2 c3d4 h2d2,b,1292,3
iF9Oy,2kr1r2/2pnRR2/1p1p3p/pP1Pb3/P3N3/2P4P/6P1/6K1 w - - 9 37,e7d7 f8f7 d7f7,w,1292,3
12V4m,8/p3R1pp/5k2/8/8/5P2/r2rRKPP/8 b - - 0 32,d2e2 e7e2 a2e2,b,1293,3
iyhwT,2k2r2/pp4RR/2p1p3/4N3/3Pq3/2P5/PP3P2/6K1 w - - 3 36,g7c7 c8b8 c7b7,w,1293,3
p8uJn,8/pp3k2/2p3p1/6p1/1P1P1p2/P2R3P/3rrNP1/5RK1 b - - 6 36,e2f2 d3d2 f2d2,b,1293,3
N22mP,8/8/4R2p/PPP5/3k2P1/4p3/2r2r1P/1R4K1 b - - 0 41,f2g2 g1h1 g2h2,b,1295,3
QByt9,2k5/2p5/p7/8/3N2P1/2Pn4/PP2rr2/RKB4R b - - 4 24,e2b2 c1b2 f2b2,b,1295,3
2wf2Z,1qr3rk/p2RR3/1p5p/2p2Bn1/8/P4N1P/1P4P1/2K5 w - - 0 32,e7h7 g5h7 d7h7,w,1296,3
Gz4MI,2b3k1/ppq2p1p/2p2PpQ/4P3/4P3/1P6/PBrr2PP/1R3RK1 b - - 2 24,d2g2 g1h1 g2h2 h6h2 c2h2,b,1296,5
PTHQ1,1r4r1/1p2R2R/pkpN1p2/3p4/1P6/3P2P1/2n2PP1/6K1 w - - 2 33,e7b7 b8b7 h7b7,w,1296,3
YOx7g,8/p1pkn3/2pb1p2/4p3/4P3/1P1P4/PBPN2rr/2KR3R b - - 5 23,g2d2 h1h2 d2h2,b,1297,3
rEOmt,r7/2RR4/p3pk1p/7r/1p3P2/4K3/1P5P/8 w - - 1 30,d7f7 f6g6 f7g7 g6f5 c7f7,w,1297,5
NEZEt,r5k1/2RR1rpp/p5q1/1p3p2/4p3/8/PPP1QPPP/6K1 w - - 3 26,d7f7 g6f7 c7f7,w,1298,3
27BYH,8/4k1p1/pR5p/1p1B4/5B2/P4n2/2r1r2P/R6K b - - 2 28,e2h2 f4h2 c2h2,b,1299,3
MLPJL,5r2/1p1RR3/1bp2qkp/5pp1/1p6/6N1/5PPP/r2Q2K1 w - - 2 26,e7g7 f6g7 d7g7,w,1299,3
mTjfH,8/pR3R2/2p2p1k/4p3/4PrP1/P7/1P3r2/1K6 w - - 1 33,f7h7 h6g5 b7g7,w,1299,3
B0A7M,8/6p1/2k2p2/2p1pP1P/2PpP1P1/3Pn1K1/rr2B2R/7R b - - 0 60,b2e2 h2e2 a2e2,b,1300,3
feHnF,1r1q2k1/Q4R1R/3p1bpp/4p3/5r1P/8/P5P1/6K1 w - - 4 35,f7g7 f6g7 a7g7,w,1300,3
a7ne1,r7/p3RR2/1p4pk/2p2b2/8/6K1/Pr3PP1/8 w - - 2 38,f7h7 h6g5 f2f4 g5f6 h7f7,w,1301,5
pPklK,8/R5R1/3r1p2/7k/4K3/4p3/5r2/8 w - - 0 52,g7h7 h5g4 a7g7,w,1301,3
xYLhD,3R4/8/8/P3p3/4k3/1P1p4/1KPr1r2/2R5 b - - 0 41,d2c2 c1c2 f2c2,b,1301,3
5wBCt,6k1/5pp1/p3p2p/P2p4/2pP3P/6P1/r2rNP2/R3RK2 b - - 0 31,d2e2 a1a2 e2a2,b,1302,3
6J7bg,r5k1/ppp1RRr1/6p1/1q1P3p/3b4/5QP1/5PKP/8 w - - 0 30,f7g7 d4g7 f3f7 g8h8 f7g7,w,1302,5
6U2Ev,8/1p3kp1/2b2p2/p7/6Rp/P1BN4/1Pr1r1P1/4R1K1 b - - 1 36,e2g2 g4g2 c2g2,b,1303,3
XlEoP,8/2RR3p/7k/p3Kp2/4p3/5r2/1r6/8 w - - 14 54,d7h7 h6g5 c7g7,w,1303,3
izQE1,1r1r2k1/2RR1pp1/3pp3/p7/1p2P3/3P2pP/PP4P1/6K1 w - - 0 31,d7f7 b8c8 f7g7,w,1303,3
AjAcE,3Q4/6bk/6pp/4pq2/Q3R2N/7P/1r3rP1/4R1K1 b - - 2 33,f2g2 h4g2 f5f2 g1h2 f2g2,b,1304,5
ihWKX,8/1Q4bk/6pp/N3p3/P3P3/7Q/1P1rq1rP/R5RK b - - 1 34,g2h2 h3h2 e2h2,b,1304,3
WrZs3,8/ppk2p2/4P3/1b1pP3/3P1P2/2P1KR2/2B1N1rr/4R3 b - - 0 31,g2e2 e1e2 h2e2,b,1306,3
U5M94,8/R4R1p/1p1kp3/1pr2p2/3p1Pn1/6PK/4P2P/8 w - - 5 54,f7d7 d6c6 a7c7,w,1307,3
5sxt7,r7/pp1RR1pk/2qN1p2/7p/1p6/1P6/P4PP1/6K1 w - - 6 32,e7g7 h7h8 g7h7,w,1308,3
f3MjC,2r4k/1p1RR3/p1r2N1p/5pn1/P5p1/1P5P/6P1/6K1 w - - 2 34,e7h7 g5h7 d7h7,w,1308,3
qAqvq,8/6k1/p7/1p1PNp2/5Pp1/P4nB1/2r1r2P/2RR3K b - - 2 36,e2h2 g3h2 c2h2,b,1308,3
UIBcZ,4rk2/R1R2p1Q/4bbpp/K7/3q2P1/8/1PP5/8 w - - 0 41,c7f7 e6f7 h7f7,w,1309,3
o0exQ,6k1/1R5p/R5pB/2b2p2/P7/7P/2r1r1PK/8 b - - 2 34,e2g2 h2h1 g2h2,b,1309,3
yi4EI,2k5/B6R/3p4/1P6/1Pp1P3/2P2n2/2r3rP/R6K b - - 0 38,g2h2 h7h2 c2h2,b,1309,3
Jg7P6,6k1/7p/4P1p1/p5Q1/2pP4/2P4P/r4rP1/6K1 b - - 0 32,f2g2 g5g2 a2g2,b,1310,3
gyYnl,r7/1pR4R/rk2p1p1/3pP1P1/1BpP4/P7/1n3K2/8 w - - 2 40,c7b7 b6c6 h7c7,w,1310,3
pXHZi,5r2/R3Rp1p/5kp1/5q2/2B5/p5PP/5PK1/8 w - - 6 30,e7f7 f8f7 a7f7,w,1310,3
bauNW,5R2/1p4R1/4k3/p2pP3/8/PP1KP3/2P1r2r/8 b - - 8 44,e2d2 d3c3 d2c2 c3d4 h2d2,b,1311,5
IuSOE,8/1p1RRpkp/6p1/8/1q4P1/p6P/2P2P2/3K4 w - - 0 30,e7f7 g7g8 f7g7,w,1312,3
q7vDX,5r1k/3RRr1p/1p4p1/p7/8/P2B4/1PP3bP/1K6 w - - 2 25,e7f7 f8f7 d7f7,w,1312,3
EFkR9,3r2k1/4RRp1/7p/p3r3/3b4/3B2P1/7P/7K w - - 8 40,f7g7 g8h8 g7h7,w,1313,3
YvoJ0,6k1/pp4p1/7p/7R/2P1B3/1P3n2/P4rrP/2R4K b - - 6 40,g2h2 h5h2 f2h2,b,1313,3
kR1L9,r4rk1/R1R2np1/3p1p1p/3P4/P3P3/5P2/6PP/6K1 w - - 1 32,c7f7 a8a7 f7a7,w,1313,3
La8br,r4rk1/R1R2bpp/5p2/5P2/4P3/p7/3N2PP/6K1 w - - 0 28,c7f7 a8a7 f7a7,w,1314,3
57pdm,2k5/ppp5/3b1B2/3p3p/8/1B1PnN2/PPP1r1r1/R5RK b - - 4 29,g2h2 f3h2 e2h2,b,1316,3
JZxJ2,8/R2R2bk/8/2p1p2p/7P/2P2qP1/PP5K/8 w - - 0 40,d7g7 h7h8 g7h7,w,1316,3
NEPVF,6k1/pp3ppp/1q6/8/1PP5/1Q5P/P1r1rPP1/1R3RK1 b - - 0 22,e2f2 b3c2 f2c2,b,1316,3
VJGBe,1r3rk1/R2Rp2p/6p1/5pP1/1p1Bq3/7P/2p2Q1K/8 w - - 0 38,d7e7 e4e7 a7e7,w,1316,3
0berM,6k1/ppp3pp/2n1R3/8/8/1P1P4/P1P1rrPN/R1B3K1 b - - 0 19,f2g2 g1h1 g2h2,b,1317,3
I8bBL,8/4k2p/4Nppb/2P5/8/6P1/rr3PKP/3RR3 b - - 0 27,b2f2 g2g1 f2g2 g1h1 g2h2,b,1317,5
QLlk1,1r2r1k1/1R3R2/2q1pp1p/2p5/2Pn4/P1Q2PP1/6KP/8 w - - 1 32,f7g7 g8h8 g7h7,w,1317,3
DwF4J,8/R1Rrbk1p/5n2/1b1p1Q2/3qp3/6PP/5PBK/8 w - - 6 37,c7d7 b5d7 a7d7,w,1318,3
9C332,6k1/1p3ppp/7b/N3p1P1/p3P3/P5P1/1PrrBQ2/1K1R3R b - - 0 25,c2b2 b1a1 b2a2,b,1319,3
d8ULD,8/R1rkn2R/4p1pp/4P3/6P1/1b6/2p2K1P/8 w - - 8 51,h7e7 d7e7 a7c7,w,1319,3
qSQxI,3n1k2/Q7/2p1p1pp/4P3/4N3/7P/PP2rrPK/8 b - - 7 47,f2g2 h2h1 g2h2 h1g1 e2g2,b,1319,5
5vPVX,4r3/6RR/6p1/2p1Pk2/2p2P2/2Pp1K2/8/4r3 w - - 1 48,g7f7 f5e6 f7f6 e6d5 h7d7,w,1320,5
fhojN,8/8/7k/4R2p/7K/6P1/r1r5/7R b - - 3 60,c2h2 h1h2 a2h2,b,1320,3
hVfdk,1r6/1b2R1R1/p1k1ppp1/Pp2p3/8/2P2P2/P5r1/2K5 w - - 3 34,e7c7 c6d6 g7d7,w,1320,3
jzfzv,8/1p3p1p/p1p5/2P3Pk/1P2R2P/P7/4Rr1r/4K3 b - - 22 48,f2e2 e4e2 h2e2,b,1320,3
8uqHi,6k1/R5p1/4p3/P2pN2p/5Pn1/5NPK/1rr4P/5R2 b - - 2 29,c2h2 f3h2 b2h2,b,1322,3
aSWi3,r5k1/1R2Rpp1/p4q1p/8/6Q1/3r3P/P4PP1/6K1 w - - 0 26,e7f7 f6f7 b7f7,w,1322,3
bDA7H,6r1/3R1Rp1/p5kp/1pb5/2p3P1/2B1r3/P6P/7K w - - 1 35,f7g7 g8g7 d7g7,w,1322,3
ewT0c,8/p6R/5p2/2p1p3/2P3p1/1P3kP1/r3r3/6KQ b - - 1 39,e2g2 h1g2 a2g2,b,1322,3
sAO7V,8/2k5/P7/8/1P6/5P1P/3rr3/1Q3K2 b - - 20 75,e2f2 f1g1 f2g2,b,1322,3
pFTA2,1k6/pp1R2pp/2B2q2/4p3/8/1Q5P/PPr2rP1/4R1K1 b - - 1 24,f2g2 c6g2 f6f2 g1h2 f2g2,b,1323,5
se6Ui,r1r5/pRR2p1p/4pkp1/3p4/3P4/5P1P/P4P2/6K1 w - - 5 27,c7f7 f6g5 f3f4 g5h6 f7h7,w,1323,5
S7CfM,6r1/pR3Rrp/n3p3/P1P5/3P2k1/3N4/2p5/7K w - - 0 34,f7g7 g8g7 b7g7,w,1325,3
ZsAeM,k1r4r/pRR2p2/1bNp3p/6p1/4P3/5P1P/P4P2/6K1 w - - 5 24,b7a7 b6a7 c7a7,w,1325,3
gpO3q,1kr5/1pb1R2R/8/p7/4pq2/2Q5/5P2/5K2 w - - 1 40,e7c7 f4c7 h7c7,w,1325,3
NcnkO,8/1p3pkp/4p1p1/3p4/3P4/5P2/1rr1NP1P/1R2RK2 b - - 4 32,c2e2 b1b2 e2b2,b,1326,3
sZp2m,1Q6/6Bk/6p1/1pp2q1p/7N/1P5P/r4rP1/1RR3K1 b - - 1 32,f2g2 h4g2 f5f2 g1h2 f2g2,b,1326,5
2Qqlz,6k1/2p3pp/1bp3p1/3P2B1/P7/2N5/2P1rrPP/R4RK1 b - - 1 20,f2g2 g1h1 g2h2,b,1327,3
QaZBX,r5rk/R2R2bp/4p1p1/5p2/4p3/4N1P1/P1P2PKP/8 w - - 1 28,d7g7 a8a7 g7a7,w,1327,3
J4Xv6,6rk/1R4Rp/6bK/p4p2/6rP/6P1/PP3P2/8 w - - 7 32,g7h7 g6h7 b7h7,w,1328,3
gkZcu,2k1rb2/ppp2R1R/8/1P6/P7/8/4p1K1/8 w - - 0 42,f7c7 c8b8 c7b7,w,1328,3
D6AaE,6rk/R3R2p/2p2n2/3p4/3b4/2NB3P/PP4r1/7K w - - 0 31,e7h7 f6h7 a7h7,w,1329,3
e6KEz,6k1/1bN2p1p/1P4p1/P7/8/4RP2/2rr3P/R5K1 b - - 0 32,d2g2 g1h1 g2h2,b,1329,3
pXptG,5r1k/2R3R1/3r1nP1/p4b2/P7/1B4K1/2P3P1/8 w - - 1 42,g7h7 f6h7 c7h7,w,1329,3
D2mvk,8/R3Rpkp/P1n2pp1/8/6PK/7P/r5r1/8 w - - 6 41,e7f7 g7g8 f7g7 g8h8 g7h7,w,1330,5
iIiI0,8/3R3p/5kp1/5p2/1R1p4/3P2P1/r3rPBP/5K2 b - - 0 39,e2f2 f1g1 f2g2,b,1330,3
d5I2E,8/p4R1R/2pkp1p1/2ppn3/8/3P4/1PP5/qNK5 w - - 4 33,f7a7 a1a7 h7a7,w,1331,3
r1gbs,6k1/3P1p1p/6p1/p4q2/Kp1Q4/1P3PR1/P1r1rP1P/R7 b - - 1 30,c2a2 a1a2 e2a2,b,1331,3
hIwuo,8/1k3p1p/pp3B2/5bP1/8/8/PPr1r2P/1K1R1R2 b - - 3 25,c2b2 b1a1 b2a2,b,1333,3
ktwXk,8/7p/1p3k2/p4p2/P1B1p2P/6P1/r2r1P2/2R1RK2 b - - 0 44,d2f2 f1g1 f2g2 g1h1 g2h2,b,1333,5
leSJT,1r2kb1r/1bRRpppp/p1p5/5n2/5P2/2N4N/PP2B2P/2K5 w k - 8 21,c7b7 b8b7 d7b7,w,1333,3
xYmDA,8/pp3k2/8/5ppp/8/PP5P/2rrN1P1/2R1RK2 b - - 1 34,d2e2 c1c2 e2c2,b,1333,3
6CwIi,5r1k/R3Rr1p/8/1p4pK/8/7P/P7/8 w - - 6 52,e7f7 f8f7 a7f7,w,1334,3
AN48W,R5nk/8/8/Np4B1/3bP2p/5P1P/r1r3PK/3R4 b - - 9 40,c2g2 h2h1 g2h2,b,1334,3
CRIcY,8/R3R1pk/2p4p/P2b4/5b2/2K5/3r3P/8 w - - 4 46,e7g7 h7h8 g7h7,w,1334,3
OoeVy,8/B7/8/1p6/4k3/PK3R1R/2r3r1/8 b - - 1 48,c2b2 b3c3 g2c2,b,1334,3
u4cmM,2kr1r2/pp1nRR2/2pp3p/8/3PP3/P1P4P/2P3P1/7K w - - 1 26,e7d7 f8f7 d7f7,w,1334,3
4zjZM,3R4/B5p1/1p3n1p/kP6/8/8/P1r1rPPP/1R3K2 b - - 1 28,e2f2 f1g1 f2g2 g1h1 g2h2,b,1336,5
C4hhZ,r2r2k1/1R1Rb3/4P3/5p2/p1n2P2/P1n1pBP1/7P/7K w - - 0 34,d7e7 d8e8 e7g7,w,1336,3
DakS4,8/1R2R2p/5kp1/2pr4/1p1b1B2/1P6/r4PPP/6K1 w - - 1 28,e7f7 f6e6 b7e7,w,1336,3
rIv7b,3r2k1/1pR2R1p/1q2p1p1/pP2Nb2/P7/7P/5PP1/6K1 w - - 0 33,f7g7 g8h8 g7h7,w,1336,3
ExpYS,r3r1k1/pp1R1R1p/2n1p1p1/8/8/B1b2Q2/P1q3PP/6K1 w - - 0 26,f7g7 c3g7 f3f7 g8h8 f7g7,w,1337,5
HKyx9,8/1RR5/7p/3r1np1/k7/5P2/r5PP/5K2 w - - 0 42,b7a7 a4b3 c7b7,w,1337,3
KO3UO,k7/p2p1p1p/4p3/6B1/Q3P3/8/Pr3rPP/2K5 b - - 1 30,b2a2 a4a2 f2a2,b,1337,3
gEjIy,8/4Rq1k/6pp/8/2p1Q3/2P4P/r4rP1/1R4K1 b - - 2 35,f2g2 g1h1 g2h2,b,1337,3
gzIPl,6k1/p4qpp/1pp1p3/4R3/2P5/1Q5B/P2r1rP1/4R1K1 b - - 3 25,f2g2 h3g2 f7f2 g1h2 f2g2,b,1337,5
oNcPl,1r4k1/R2R2p1/4p2p/p3p1b1/1r2N3/5P2/2P3PP/K7 w - - 2 32,d7g7 g8h8 g7h7,w,1337,3
dQv0X,6k1/Q4Rp1/4pb1p/P7/8/1P4P1/1r2rPKP/8 b - - 0 30,e2f2 g2g1 f2g2,b,1339,3
iWTdP,6k1/6p1/5p2/p6Q/P7/6P1/q1r3rP/1R4RK b - - 1 35,g2h2 h5h2 c2h2,b,1339,3
DQezF,k6r/1RR5/1pN1rb1p/1n4p1/3P4/7P/6P1/6K1 w - - 0 42,b7a7 b5a7 c7a7,w,1341,3
Me5W6,2kr2r1/pp1b1RR1/2p5/3pp3/6P1/2P5/PP1N4/2K5 w - - 0 27,f7d7 g8g7 d7g7,w,1341,3
yGkrS,5rk1/R1Rbr1p1/6Bp/3p3P/8/4p3/1P4PK/8 w - - 0 40,c7d7 e7d7 a7d7 e3e2 d7e7,w,1341,5
Ca1kE,6k1/R4p1p/6p1/1P6/P7/3p3P/3rrPP1/1R4K1 b - - 0 28,e2f2 g1h1 f2g2,b,1342,3
BzDs9,8/1R3pk1/6p1/8/4R1Pb/4PK2/r1r2P2/4B3 b - - 6 44,c2f2 e1f2 a2f2,b,1343,3
gpg3F,1k6/1p3p2/p2p4/q3BQ2/4P3/2N5/PPP1B1rr/4KR2 b - - 0 30,g2e2 e1d1 e2d2,b,1343,3
J0D6c,1r3rk1/1pR2Rpp/8/3B4/1p6/1P2P1P1/5PKP/q7 w - - 0 29,f7g7 g8h8 g7h7,w,1344,3
Khakf,8/5pk1/6p1/p6p/2N5/1B2R1P1/Pr1r1PKP/8 b - - 5 36,d2f2 g2g1 f2g2 g1f1 b2f2,b,1346,5
XuKNw,1r4rk/pR1R2bp/6p1/P7/8/4P1P1/1P5P/6K1 w - - 3 36,d7g7 b8b7 g7b7,w,1346,3
dqCn6,2k5/2p5/p6p/1p4p1/6P1/7P/PB1rr3/KR2R3 b - - 1 34,d2b2 e1e2 b2e2,b,1346,3
tWDSC,Q7/p4ppk/7p/8/P3N3/7P/3r1rPK/8 b - - 4 35,f2g2 h2h1 g2h2 h1g1 d2g2,b,1346,5
g9eQw,8/8/2R1p1kp/6p1/4P3/8/rr4PP/5R1K b - - 5 35,b2g2 c6e6 g6h5 f1a1 g2h2,b,1347,5
hzPAo,r4r2/pp1RRpkp/1bp2p2/8/2Q3Bq/8/PPP2PP1/5K2 w - - 8 25,e7f7 g7h8 f7h7 h4h7 d7h7,w,1347,5
w3Ped,8/2Q3bk/6pp/4N2P/8/8/PP1r1rPK/8 b - - 0 33,f2g2 h2h3 g2h2,b,1347,3
z7luv,8/pp4RR/1kp5/8/2PK4/7r/7r/8 w - - 0 38,g7b7 b6a5 b7a7 a5b4 h7b7,w,1347,5
0IfgA,3b4/p4bk1/4p1pp/2P1Pp2/3P1P2/5BP1/r2r1B1P/R4RK1 b - - 4 34,d2f2 a1a2 f2a2,b,1348,3
fsSCM,4nk2/1R1R3p/8/3K1Np1/2p5/5P1P/r2pr3/8 w - - 0 40,d7f7 f8g8 f5h6 g8h8 f7h7,w,1349,5
DtFoW,8/1b6/2k4p/1pP3p1/1P3p2/5P1P/1r2rBP1/1R3RK1 b - - 6 36,e2f2 b1b2 f2b2,b,1350,3
l0K0X,8/R7/4k3/2R3p1/8/5PK1/1r1r4/8 b - - 0 46,d2g2 g3h3 g2h2 h3g4 b2g2,b,1350,5
zY0dA,r6k/b1R3Rp/p3pN1r/1p2p3/8/P7/6K1/8 w - - 3 28,g7h7 h6h7 c7h7,w,1350,3
sJiwe,7k/6p1/p6p/2P2Q2/1P6/P3q3/3rrRPP/5RK1 b - - 8 31,e2f2 f5f2 d2f2,b,1351,3
o1Y0I,5r2/1RR2pk1/3p4/3BbPp1/2Pp2P1/5K2/7r/8 w - - 0 43,c7f7 f8f7 b7f7,w,1352,3
lguHS,8/p3Qpk1/6pp/8/4Rq2/2P2B1P/Pr3rP1/R5K1 b - - 1 24,f2g2 f3g2 f4f2 g1h2 f2g2,b,1353,5
SwhYN,8/1p1R1Rpk/2p4p/p3n3/2P1P2P/P3q1P1/1PP5/1K6 w - - 4 27,f7g7 h7h8 g7h7 h8g8 d7g7,w,1354,5
CeQr3,1r4rk/1R2R1bp/1p3pp1/p7/8/1P3NPP/6P1/7K w - - 3 33,e7g7 b8b7 g7b7,w,1355,3
Mbdvh,8/1R6/4p3/k1NpP3/p2P4/P2KP2P/1rr5/8 b - - 3 40,c2d2 d3c3 b2c2,b,1355,3
udBsL,6r1/1RR3p1/5pkp/7N/6PP/8/5pK1/3q4 w - - 0 43,c7g7 g8g7 b7g7,w,1355,3
A0nrf,1k6/1p5p/p1pp4/4p3/2P1P3/8/1P1Nr2r/2KR3R b - - 1 30,e2d2 h1h2 d2h2,b,1356,3
J8xOm,8/5ppk/6p1/8/1Pp1p1Q1/2P3qP/P2rr1P1/R3NRK1 b - - 3 35,e2g2 e1g2 d2g2 g1h1 g2h2,b,1356,5
b4ESd,7k/7p/p7/2b3P1/8/1R5P/PPr2rP1/1RB2BK1 b - - 2 28,f2g2 g1h1 g2h2,b,1357,3
