id,fen,sol,turn,rating,n_moves
6GWw8,8/2p5/4k3/p2p2R1/R7/P3PK2/rr4PP/8 b - - 6 35,b2f2 f3g4 f2g2 g4h5 g2h2,b,1358,5
NMauO,6k1/6p1/1p1P3p/8/5Q1P/6P1/r3rP2/5K2 b - - 0 39,e2f2 f4f2 a2f2,b,1358,3
3ujUa,8/R4R1p/3r1pk1/8/5pP1/1r1n3P/8/6K1 w - - 0 32,f7g7 g6h6 g7h7 h6g5 a7g7,w,1359,5
SYg1J,r7/2R2Rp1/1p5p/k7/P2n4/KP3r1P/8/8 w - - 1 36,c7a7 a8a7 f7a7,w,1360,3
gx47d,8/2p3k1/p1p3Pp/4P3/8/P6P/2r2rR1/6RK b - - 2 34,f2g2 g1g2 c2g2,b,1360,3
oQCZj,r5k1/pR2R1pp/8/7b/r7/P5K1/1P4PP/8 w - - 4 31,e7g7 g8f8 g7h7,w,1360,3
uM6FK,2r5/1R2Rpk1/4P1p1/5r1p/5p1P/5P2/5PK1/8 w - - 1 47,e7f7 f5f7 b7f7,w,1360,3
Ery6h,7k/5QR1/4p2p/8/4q2P/1P3RP1/1rr2PK1/8 b - - 2 46,c2f2 g2h3 f2h2,b,1361,3
voP6b,6k1/p5p1/4n1pp/qNb1P3/2B5/6N1/Pr1r2PP/R1Q2R1K b - - 3 26,d2g2 c1b2 g2b2,b,1361,3
5J3ta,3rq1k1/R4R1p/2p3p1/1pP1r3/1P6/1Q2q1PP/6PK/8 w - - 2 33,f7g7 g8h8 g7h7,w,1362,3
F7nt0,8/1R4R1/7k/8/5q1p/8/8/7K w - - 0 49,g7h7 h6g5 b7g7 g5f6 g7f7,w,1362,5
Htsho,5k2/1b1Q4/pp2p3/4P2P/2P2P2/7K/r5r1/2R5 b - - 0 40,g2h2 h3g4 a2g2,b,1362,3
Vibt7,Q3Nk2/p4p2/4p1p1/4PnP1/8/P7/1Prr1PK1/8 b - - 13 37,d2f2 g2g1 f2g2 a8g2 c2g2,b,1362,5
p832J,4r1k1/2RR1p1p/p2p2p1/1p1P4/8/4B2P/1P3PPK/5q2 w - - 0 28,d7f7 e8e3 f7g7,w,1362,3
afGQh,3R4/p4kpp/8/1Np3B1/3p3P/P2P4/1Pn1rrP1/2R3K1 b - - 0 24,f2g2 g1h1 g2h2,b,1363,3
rxIBk,3r1k1r/p1pbR1R1/1p5n/3P4/8/1PN5/P1P3P1/6K1 w - - 5 32,e7d7 d8d7 g7d7,w,1363,3
sfmlV,3r2kr/1p2RRp1/p2q3p/3p2bn/8/8/PP3QPP/6K1 w - - 0 28,f7g7 h5g7 f2f7 g8h7 f7g7,w,1363,5
G2AfR,5rk1/RR3bpp/5p2/1p6/8/2Q2N1P/5qPK/3r4 w - - 0 28,b7f7 f2a7 f7a7,w,1364,3
qNtue,6k1/8/8/P1p5/3p1pp1/8/1Pr1r1PP/1R1RB1K1 b - - 0 41,e2g2 g1f1 g2h2,b,1364,3
wKpeF,3r3k/p3R1R1/1pb2Np1/2p2p2/2P4r/8/P3K3/8 w - - 6 36,g7h7 h4h7 e7h7,w,1364,3
RElIh,2k5/p1pb1p2/2p5/3p4/3P4/P4P2/1PPBr2r/2KR3R b - - 1 30,e2d2 h1h2 d2h2,b,1365,3
ff5yi,1Q6/5p1k/2p3p1/1p1b3q/5B1R/1P1P2KP/P1r1r3/6R1 b - - 4 28,e2g2 g1g2 c2g2,b,1365,3
nyc1Y,6k1/2p2bp1/p7/3P2p1/2P3N1/P4PpP/3r2r1/2R3RK b - - 1 32,g2h2 g4h2 d2h2,b,1365,3
8vzRJ,6k1/1p6/p3b3/3p1pP1/1P3B2/P1QR1P1K/r3r3/8 b - - 0 45,e2h2 f4h2 f5f4 h3h4 a2h2,b,1366,5
JLMc2,6k1/5pp1/1Qp4p/4p1q1/P3P3/5B2/1PrrR1PP/R5K1 b - - 0 25,d2e2 f3e2 c2e2,b,1366,3
tbEyx,5k2/5p1p/3p1bp1/3N4/8/2P4P/rr2RPP1/4R1K1 b - - 2 29,b2e2 e1e2 a2e2,b,1366,3
AdEaI,1k1rr3/ppRb2QR/3p4/1q1Pp3/5p2/PN3P2/1P4P1/K7 w - - 2 34,c7d7 b5d7 g7d7 d8d7 h7d7,w,1367,5
ZmpaN,k7/pp4p1/4P2p/q1b5/4Q3/1PN3P1/P1Rr1r1P/1K5R b - - 1 33,d2c2 e4c2 f2c2,b,1367,3
YhA72,5k2/2p4R/5p1N/p1pp4/5P1B/1P6/P1P1r2r/3K4 b - - 0 34,e2d2 d1c1 d2c2,b,1368,3
rsATZ,8/1R3R2/4k3/4p3/1P6/7P/1r1q2PK/8 w - - 2 45,b7e7 e6d6 e7d7,w,1368,3
SlMzI,r4r2/2R3R1/k4P2/p7/Pb1BbP2/4P2P/2p5/2K5 w - - 2 37,c7a7 a8a7 g7a7,w,1369,3
SrFjT,3R4/5ppk/7p/4q3/2p5/4PQ1P/rr3PP1/2R3K1 b - - 19 37,b2f2 f3f2 a2f2,b,1369,3
iLBZ1,r6r/5RR1/2pp2p1/1p2P1pk/pP2P1b1/2n4P/P5PK/1B6 w - - 0 32,g7h7 h8h7 f7h7,w,1369,3
kZ3my,r5rk/1R4R1/3b4/3p1bN1/8/8/5P1P/7K w - - 3 42,g7h7 f5h7 b7h7,w,1369,3
8neeq,6k1/6p1/P3p2p/8/3P4/4n2P/1rr3P1/R4BKR b - - 0 27,c2g2 f1g2 b2g2,b,1370,3
FQc9o,6k1/R4pp1/6qp/PP6/8/5Q1P/2r1rPP1/R5K1 b - - 0 28,e2f2 f3f2 c2f2,b,1370,3
iayug,8/p1kbR2R/2p1p1p1/3pP3/3P4/8/1KP2q2/8 w - - 0 32,e7d7 c7c8 d7c7,w,1370,3
CXish,8/5k1p/4bp1K/8/5B2/3Q1P2/PPr3rP/8 b - - 2 36,g2h2 f4h2 c2h2,b,1371,3
DXBir,5q1k/pR1Rr1pp/2n3r1/2pQ4/8/2P3P1/P1P2P1P/6K1 w - - 15 24,d7e7 c6e7 b7e7,w,1371,3
nLMdT,8/p2k2pp/2n1N3/2P2Q2/3P4/4P2P/1rr3PK/8 b - - 0 38,c2g2 h2h1 g2h2,b,1371,3
1AtXz,4r1k1/pR3R2/5pp1/2P5/2p5/5P2/5KPP/3r4 w - - 3 35,f7g7 g8h8 g7h7,w,1372,3
Z0zGa,6k1/1p3p1p/p2p4/3Q2BP/6P1/7R/Pqr3r1/3R3K b - - 5 31,g2h2 h3h2 c2h2 h1g1 b2f2,b,1372,5
doBhv,1r2r1k1/pR3Rp1/n1p1p2p/8/3P4/q1PB4/P1P1N2P/4K3 w - - 4 23,f7g7 g8h8 g7h7,w,1372,3
4rQY1,2Q5/p6k/7p/4np2/5N2/6P1/rr6/2RK3R b - - 0 54,b2d2 d1e1 e5f3 e1f1 d2f2,b,1373,5
tZzRk,r1b1r3/pR4QR/k3p3/5p2/Pn6/3q3P/5PP1/6K1 w - - 0 29,b7a7 a8a7 g7a7,w,1373,3
IrHx4,8/5kpp/5p2/1p2p3/8/5P2/1rr2BPP/1R3RK1 b - - 1 38,c2f2 b1b2 f2b2,b,1374,3
oR0mK,6k1/3b1p1p/6pQ/p5N1/2p5/P1P5/r2r1P1P/4K1R1 b - - 9 31,d2e2 e1f1 e2f2,b,1374,3
Z6h6v,8/R3R1pk/7p/3n4/2p5/P5B1/1r4rP/5K2 w - - 2 34,e7g7 h7h8 g7h7,w,1375,3
5S5pK,6k1/4R3/2p1N1p1/6P1/4p3/pP6/P1P2rr1/2K1R3 b - - 4 30,f2c2 c1b1 c2b2,b,1376,3
C9uN6,6k1/R4p1p/4p1p1/P3P3/4N3/6Pn/1r2rP2/4RK2 b - - 1 36,e2f2 e4f2 b2f2,b,1376,3
5rNpw,5bk1/pp3pp1/q2p1n1P/3P1NQ1/P3Pp2/1P3P2/1rrRNK1P/3R4 b - - 0 34,c2d2 d1d2 b2d2,b,1377,3
0slpk,3r2k1/1R2Rpp1/p6p/1p6/7N/P2n4/KPr2PPP/8 w - - 5 28,e7f7 d3e5 f7g7,w,1378,3
9Jf49,8/pk6/1p1Q4/4p1bp/4P3/7P/1rr5/K4R1R b - - 3 36,b2a2 a1b1 c2b2,b,1378,3
bCRSP,4Q3/6pk/7p/8/7P/4p3/6rr/1R2KR2 b - - 0 38,g2e2 e1d1 e2d2 d1c1 d2c2,b,1378,5
9Lgwr,3r1rk1/RR1b2p1/3p2Qp/2pqpp2/7N/7P/P1n2PP1/6K1 w - - 0 29,b7d7 d8d7 a7d7 d5f7 d7f7,w,1379,5
qF2Iv,4b1k1/4Qq1p/4p1p1/p2p2B1/2nP4/2P3NP/1r3rP1/R3RBK1 b - - 0 33,f2g2 f1g2 f7f2 g1h2 f2g2,b,1380,5
wChKB,r1b5/p2R1R2/k1p4p/8/1PPB4/4P1q1/P5Pb/7K w - - 0 28,d7a7 a8a7 f7a7,w,1380,3
KV30i,6k1/8/3p2p1/2pNb1p1/3PP3/2P2N2/1r3r2/3R2RK b - - 0 33,f2h2 f3h2 b2h2,b,1381,3
weXPx,3rk2r/R1R2pp1/1p1Bp1p1/3qP3/8/1P1p3P/P4PP1/6K1 w k - 0 26,c7e7 e8f8 e7f7 f8g8 f7g7,w,1381,5
zubgc,1r3k1r/R2R4/5p2/3n4/4p1P1/Pb5p/1P2BP1K/8 w - - 6 33,d7f7 f8g8 f7g7,w,1381,3
8cKSG,1k5r/1pR2Rp1/p3p1pr/3pP3/qP1n2P1/P3b2P/1Q4B1/4K3 w - - 0 28,c7b7 b8a8 b7a7,w,1382,3
Bqvz7,5b1k/7P/3p1p1P/p4QB1/1p2P3/3b1P2/KPr1r3/6RR b - - 0 35,c2b2 a2a1 b2a2,b,1382,3
DbwT2,8/6pk/1p5p/4Pq2/8/P1PQR3/5rr1/4R2K b - - 3 42,g2h2 h1g1 f2g2,b,1383,3
CXJbH,7Q/pp1k4/3bp1p1/3p4/6N1/P4P1P/1Pr2r2/6RK b - - 6 36,f2h2 g4h2 c2h2,b,1384,3
EGi8K,8/3Q1p2/kN2p1p1/8/P1Rb4/7P/1r3rP1/5RK1 b - - 0 43,f2g2 g1h1 g2h2,b,1384,3
pQiyO,6k1/2b4p/p1N3p1/5p2/PPP5/5P1K/R1RNrrPP/8 b - b3 0 34,f2g2 d2f1 e2c2 a2c2 g2c2,b,1385,5
6oOzO,8/p3RR2/bp4pk/3r4/8/2P3K1/P1r3PP/8 w - - 0 26,f7h7 h6g5 h2h4 g5f6 h7f7,w,1386,5
yqQ36,8/2R2Nkp/6b1/6P1/1p6/1P6/2P1r2r/2K2R2 b - - 0 37,e2c2 c7c2 h2c2,b,1386,3
1Tz7m,7k/6p1/3N3p/P7/7B/8/2r1r1PP/R5K1 b - - 0 35,e2g2 g1h1 g2h2,b,1388,3
Lejvj,5k2/p1p3RR/1pq1p1p1/4n1P1/4P3/2P2P2/PP6/2K5 w - - 9 33,g7c7 c6c7 h7c7,w,1388,3
Sj3tk,7k/pR5N/1b2P3/8/8/8/PPPr2rP/2K1R3 b - - 0 27,d2c2 c1b1 c2b2,b,1389,3
pzi9V,7r/2R3Rp/4PP2/2P4k/6p1/7p/2r5/6K1 w - - 1 41,g7h7 h8h7 c7h7,w,1389,3
rKCF3,8/2R2R2/4p2k/1p2K3/p1b5/2Pr4/8/8 w - - 6 56,f7h7 h6g5 c7g7,w,1390,3
K69yq,8/1R6/6R1/p7/4kPP1/7K/r4r1P/8 b - - 0 40,f2h2 h3g3 a2g2,b,1391,3
3vrMV,6R1/5p2/4pq2/2p1k3/2P1B1p1/Q5P1/Pr3r1P/R5K1 b - - 2 31,f2g2 e4g2 f6f2 g1h1 f2g2,b,1392,5
FhShO,2B5/R5Rp/4pp1k/3b1p2/8/4PP2/1r5r/5K2 w - - 2 34,g7h7 h6g5 a7g7,w,1393,3
rO022,8/R4R2/2p1p1pk/1b1r4/6P1/5PK1/3r4/8 w - - 1 48,f7h7 h6g5 f3f4 g5f6 h7f7,w,1393,5
vwpFN,r3rk2/R2Rn1p1/2p2pbp/p7/4P3/2N2P2/PPP3PP/2K5 w - - 0 21,d7e7 a8a7 e7a7,w,1393,3
AzE3h,3rr1k1/R4R1p/6p1/1p1P3n/4q3/8/6PP/5Q1K w - - 0 33,f7g7 h5g7 f1f7 g8h8 f7g7,w,1394,5
dg3f7,6k1/1R3R1p/p2r2p1/P7/2n5/5P1P/1r3P2/6K1 w - - 1 35,f7g7 g8h8 g7h7,w,1394,3
G4amX,r1b2rk1/1pR1Rpp1/1q6/1p1P3Q/8/8/PP3PPP/6K1 w - - 2 21,e7f7 b6c7 f7c7,w,1395,3
Jj06e,4rk2/2RR1pqp/p3B1p1/1p6/5P2/2P3P1/P4K1n/8 w - - 1 32,d7f7 g7f7 c7f7 f8g8 f7e7,w,1395,5
9VHD3,6k1/7p/6p1/2npp3/8/2PP1P2/rr3BPP/R4RK1 b - - 4 26,b2f2 a1a2 f2a2,b,1396,3
M5M5t,r1b4r/pR2QR2/k3p3/3pP3/2pPn3/2q5/P1P3PP/5BK1 w - - 1 26,b7a7 a8a7 e7a7,w,1396,3
iTxLG,3r3k/R1R2p1p/4bP2/4P2p/3rBK2/8/8/8 w - - 0 41,c7f7 e6f7 a7f7,w,1396,3
FNWEf,3r2kr/QR3R2/2pNbbpp/2P1p3/4Pq2/5Pp1/P1P3B1/5K2 w - - 5 28,f7g7 f6g7 b7g7 g8f8 a7e7,w,1397,5
v0bnq,4r2k/1QR3R1/6b1/p7/8/4P1qp/PP4r1/7K w - - 0 35,g7h7 g6h7 c7h7 h8g8 b7f7,w,1397,5
9PR5e,8/4p2k/1Q4pp/8/PP6/7P/4rrPK/8 b - - 0 44,f2g2 h2h1 g2h2 h1g1 e2g2,b,1398,5
d401E,8/6k1/2p3pp/p2Bp3/6Pq/2Q4P/Pr3r2/3RR1K1 b - - 2 32,f2g2 d5g2 h4f2 g1h2 f2g2,b,1398,5
2WXZB,5k2/5p1Q/1p2qp1p/2p1p3/8/1P4PP/r2rN3/4RRK1 b - - 3 29,d2e2 e1e2 a2e2,b,1399,3
GlQWo,8/4R2R/5kp1/8/8/p5KP/1q6/8 w - - 0 56,h7f7 f6g5 h3h4 g5h6 f7h7,w,1399,5
dnCcb,5rk1/R2R1rp1/4p1pp/2p1P3/6P1/1P5P/P3PbK1/8 w - - 4 29,d7f7 f8f7 a7f7,w,1399,3
foA0J,8/7p/2k5/1p4R1/P1n5/1KP3P1/1B1r3r/1R6 b - - 0 33,d2b2 b1b2 h2b2,b,1399,3
6BhSV,5qk1/2p3b1/3p3Q/p1pP4/P1P3RN/6PP/1r3r2/4R1K1 b - - 0 36,f2g2 h4g2 f8f2 g1h2 f2g2,b,1400,5
BVtks,1r2r1k1/1QRRn2p/1p2qpp1/4p3/2p5/8/PP2NPPP/6K1 w - - 3 32,d7e7 b8b7 e7e6 e8e6 c7b7,w,1400,5
XAZJD,3Q4/5k2/pR4p1/4p2p/2K5/8/Pr4r1/8 b - - 2 48,g2c2 c4d5 c2d2,b,1400,3
c7hzm,2b3k1/5p1p/6p1/4P3/B7/1Pb5/2rr1BPP/2R2RK1 b - - 0 34,d2f2 c1c2 f2c2,b,1400,3
aU6Jy,5rk1/R4Rp1/7p/2qB4/1p3b2/6P1/6KP/8 w - - 0 40,f7g7 g8h8 g7h7,w,1401,3
wJKsY,4rk2/R3Rp2/6bN/6pp/8/7P/5PPK/3r4 w - - 2 41,e7f7 g6f7 a7f7,w,1402,3
115nn,6k1/6N1/b1np2Pp/p1p1pP2/4P3/2PPKB2/rr5R/7R b - - 0 32,b2h2 h1h2 a2h2,b,1403,3
4HWG2,3kr3/prR4R/2p5/2n5/3P2P1/8/PP5P/7K w - - 1 26,c7b7 c5b7 h7b7,w,1403,3
0TK9A,1r4k1/1pR2Rp1/p2r2p1/6qn/8/P4QB1/1P3PK1/8 w - - 1 42,f7g7 h5g7 f3f7 g8h8 f7g7,w,1404,5
7i3LF,2nq1k2/1R4R1/N4p1p/2ppp2P/r5P1/5P2/8/6K1 w - - 2 38,b7f7 f8e8 a6c7 d8c7 f7c7,w,1404,5
9UnA2,3r1k2/3RRppp/4p3/4r3/8/P7/6PP/6K1 w - - 1 52,e7f7 f8g8 f7g7,w,1404,3
JGUZA,r3rk2/R2Rbppp/p1p5/4pP2/8/1P6/P3N1PP/5K2 w - - 11 28,d7e7 a8a7 e7a7,w,1404,3
MGV8W,2r5/pR3R2/k7/3K4/r7/8/4p3/8 w - - 0 48,b7a7 a6b5 f7b7,w,1404,3
pufzS,8/5p1k/6pp/8/2B5/4Q2P/2r2rPK/8 b - - 0 60,f2g2 h2h1 g2h2,b,1404,3
DEm6E,4r1rk/ppR3Rn/2nB3p/8/4q3/2P3Q1/P1P3PP/6K1 w - - 1 23,g7h7 e4h7 c7h7,w,1406,3
Ja1z2,3q3k/6p1/R6p/3N4/4Q2P/6P1/1r1r2BK/8 b - - 3 37,d2g2 e4g2 b2g2,b,1406,3
M9IO1,2r2rk1/R2R2p1/5bQp/p5q1/6P1/1P3P2/P3b1P1/7K w - - 12 36,d7g7 f6g7 a7g7 g8h8 g7h7,w,1406,5
O4Atf,4b1k1/p5p1/6pp/3pNp2/2pP1P2/P7/2r1rBPP/2R2RK1 b - - 0 27,e2f2 c1c2 f2c2,b,1406,3
7ye0w,2kr3r/p1pb1R1R/p2p4/3Pp3/4P2p/2N1K3/PPP5/8 w - - 0 22,f7d7 h8h7 d7h7,w,1407,3
DEaoY,5R2/p7/P3p1k1/7p/7K/6P1/r2r3P/7R b - - 10 52,d2h2 h1h2 a2h2,b,1407,3
UjfRV,5r2/1R1R1p2/2p1nkp1/p3N3/P4P2/2P5/1P3K2/1r6 w - - 1 37,d7f7 f8f7 b7f7,w,1407,3
IPTTN,3RQ3/6pk/1p5p/8/3P4/1P2p1P1/P1rr3P/R5K1 b - - 0 41,d2g2 g1h1 g2h2,b,1408,3
eOMW4,6k1/p5pp/4R3/3p4/7B/5P2/P1rr2PP/R5K1 b - - 2 26,d2g2 g1f1 g2h2,b,1408,3
gc1TQ,3r4/k1r1p1RR/P2p1p2/1PbK2p1/4P1P1/8/8/8 w - - 11 43,g7e7 c7e7 h7e7,w,1409,3
kRjsF,2Q2bk1/5p1p/3p1qp1/8/2P1B3/4P2P/Pr3rP1/1R2R1K1 b - - 1 22,f2g2 e4g2 f6f2 g1h2 f2g2,b,1409,5
SVmUx,rn1k2r1/ppR1R1Qp/3b1p2/3q4/8/P7/6PP/6BK w - - 2 24,e7d7 b8d7 g7d7,w,1411,3
pRQlI,1r5k/1p2RR1p/1pp2Nb1/3p2p1/3P1r2/2P3K1/PP5P/8 w - - 4 37,f7h7 g6h7 e7h7,w,1411,3
1ta3P,8/1R1R1pk1/4p1p1/2p4p/8/q7/5PK1/8 w - - 0 42,d7f7 g7g8 f7g7 g8h8 g7h7,w,1412,5
tfkk4,r4rk1/1R3Rp1/p7/1p1Bb2p/1P5P/P3n3/4K3/8 w - - 3 36,f7g7 g8h8 g7h7,w,1413,3
hkO8J,6k1/pp4pp/6q1/3n1p2/2B1p3/BP2Q3/P1rr1RPP/R5K1 b - - 5 27,d2f2 c4d5 g8h8 e3f2 c2f2,b,1416,5
DE9av,8/1RR3pp/5pk1/8/3pK3/1P5r/7r/8 w - - 5 47,c7g7 g6h6 g7h7 h6g5 b7g7,w,1418,5
WBN3a,1R6/8/3kp1p1/7p/3P4/4P3/r1r2R2/3KB3 b - - 0 33,c2f2 e1f2 a2f2,b,1418,3
Gcc6B,6k1/R2R2p1/7p/5p2/8/P6P/1r2rPP1/5K2 b - - 6 33,e2f2 f1g1 f2g2,b,1419,3
WZTUY,4n1k1/p3RRp1/1nq1B2p/8/6PK/7P/8/6r1 w - - 0 48,f7g7 g8h8 g7h7,w,1419,3
9AdO3,1r4k1/2RR1p2/4p1pp/4P3/pp3P2/1r4PP/1n5K/5B2 w - - 0 37,d7f7 b2d3 f7g7 g8h8 g7h7,w,1420,5
Ki1v2,8/2R1R3/5pk1/p1p2r2/r7/7P/6K1/8 w - - 0 44,e7g7 g6h6 g7h7 h6g5 c7g7,w,1420,5
Pd4wM,8/kp5p/p7/6Q1/2P5/1P5P/r4rP1/6K1 b - - 1 38,f2g2 g5g2 a2g2,b,1420,3
UjGuS,5k2/p4ppp/6n1/2p5/P4P2/4P2P/1r1rBP2/1R2RK2 b - - 2 24,d2e2 b1b2 e2b2,b,1420,3
UkBMn,3r1rk1/1R2Rp2/1Qp2ppp/8/3P4/3n1bP1/5P1P/2q2BK1 w - - 0 29,e7f7 f8e8 f7g7 g8h8 g7h7,w,1420,5
ugAPE,8/1pp4k/3p2pP/1P1Pp1B1/2P1P3/6K1/rr1N1p2/3R4 b - - 3 43,b2d2 g5d2 a2d2,b,1420,3
gHVnJ,8/RR3p2/5kp1/2K4p/1p3P2/6P1/P2r1r2/8 w - - 8 48,b7f7 f6e6 a7e7,w,1422,3
r2kzf,6k1/R1Rr1p1p/3rp1p1/3b4/8/4PBP1/5PP1/6K1 w - - 5 32,c7d7 d6d7 a7d7,w,1423,3
8G5ZD,8/4Np1k/ppB3p1/2p5/P1P2nPp/5K1P/r1r2P2/3R3R b - - 3 36,c2f2 f3e4 a2e2,b,1424,3
TWy95,8/R4R2/2p4k/1p2K3/r7/2P5/p1r5/8 w - - 1 57,f7h7 h6g5 a7g7,w,1424,3
QUZ81,8/p6k/1pp3pp/8/1PP5/PB2pp1P/3r1rPK/4R1R1 b - - 1 40,f2g2 g1g2 d2g2,b,1425,3
tlF2z,7r/p1R2R1p/1p2p1p1/6Pk/1b1rN3/7P/PP5K/8 w - - 1 34,f7h7 h8h7 c7h7,w,1425,3
7GZkz,5k2/pp3p2/1q3p1p/3P1N2/8/bP5P/P1r2rP1/1Q1R1R1K b - - 3 31,f2g2 b1c2 g2c2,b,1428,3
jSst9,2Q1R3/p5p1/R6p/1P4p1/P2k4/6KP/2r2r2/8 b - - 1 45,f2g2 g3f3 c2f2,b,1428,3
sL9H9,5rk1/R2R2p1/2p3qp/8/4N3/3P1rn1/P5Q1/6K1 w - - 0 39,d7g7 g6g7 a7g7,w,1428,3
uVNZw,2r3k1/RR3ppp/4N3/3pP3/6n1/2r3P1/7P/6K1 w - - 1 30,b7f7 g8h8 f7g7,w,1428,3
79XUf,1Q4R1/8/3p1kpp/P3p3/2P1P2P/6PK/3pr1r1/3R4 b - - 0 40,g2h2 h3g4 h6h5 g4f3 h2f2,b,1430,5
1061L,4q1k1/2RR3p/p4pp1/1p2n3/1P6/2P3P1/P6P/6K1 w - - 5 36,d7g7 g8f8 g7h7,w,1431,3
pnocd,2r3bk/1R1R4/p4Npn/4pp2/P6P/8/5PPK/2r5 w - - 4 32,d7h7 g8h7 b7h7,w,1431,3
8J5N0,3Q4/2Q3p1/P4pk1/8/8/6PK/4rr1P/8 b - - 1 50,f2h2 h3g4 f6f5 g4f3 h2f2,b,1433,5
tYVlx,6rk/3RR3/5pP1/7r/p7/8/8/K7 w - - 0 36,e7h7 h5h7 d7h7,w,1433,3
vEkO6,r7/p1R2R2/1p2p3/6N1/k1P3p1/5bb1/2KB4/7r w - - 1 39,c7a7 a8a7 f7a7,w,1433,3
9QEzd,8/8/8/4Q3/8/1P1K3k/1Pr2r2/8 b - - 0 48,f2d2 d3e4 d2e2,b,1434,3
dDatS,6k1/R4p1p/6p1/8/b3P3/2K1P3/rrB3PP/2R5 b - - 1 31,b2c2 c1c2 a2c2,b,1434,3
gv1w3,4r1r1/R2R2p1/1p3p1p/p5k1/4p1P1/1P1p2P1/P6K/8 w - - 4 43,d7g7 g8g7 a7g7,w,1434,3
8fSZj,2r2r1k/R4Rp1/2p3qp/1pP5/3P1n2/5P2/BQ4P1/5K2 w - - 1 39,f7g7 g6g7 a7g7,w,1435,3
IBNzg,5k2/8/p5p1/1p6/3PP3/P5Q1/4rrP1/6K1 b - - 2 48,f2g2 g3g2 e2g2,b,1435,3
OZKUU,8/p7/7p/1N1pk3/4n2P/P1P5/1P2r1r1/2K2RR1 b - - 5 44,e2c2 c1b1 c2b2,b,1435,3
laSbO,8/4R3/2b3p1/4p1k1/P7/1B4KP/1PP1rrP1/6R1 b - - 2 33,f2g2 g1g2 e2g2,b,1435,3
nkEOW,6r1/3RR1p1/p3Npkp/8/6P1/8/nr5P/6K1 w - - 0 33,e7g7 g8g7 d7g7,w,1436,3
7aWH4,6k1/5ppp/p3p3/1p1pP3/1P1P3q/R3B2P/Prr2PP1/Q2R2K1 b - - 0 30,c2f2 a1b2 f2b2,b,1437,3
Dyq5q,8/p1RRnk2/4pp1p/1P6/1K4P1/P6P/4q3/8 w - - 0 37,d7e7 f7f8 e7f7,w,1437,3
d8Ulj,8/3R1Qpp/5p1k/p2p4/Pp1P1q2/1P2N3/1r3rPP/4R1K1 b - - 13 35,f2g2 e3g2 f4f2 g1h1 f2g2,b,1438,5
tQrT9,7r/3R1R1p/pqp3p1/1p4Pk/4N2n/7P/Pb3P2/6K1 w - - 1 30,f7h7 h8h7 d7h7,w,1438,3
8y8fF,8/1p6/p5P1/2R5/3p3k/3P4/PPP1rr2/2R4K b - - 0 33,f2h2 h1g1 e2g2,b,1439,3
OtclS,5rk1/R1R2r2/4p2p/6p1/3P2P1/8/1P6/6K1 w - - 2 37,c7f7 f8f7 a7f7,w,1439,3
afy9u,kr6/3R2Rp/1Pp2p2/5P2/8/r6P/8/6K1 w - - 1 36,d7a7 a3a7 g7a7,w,1439,3
26Rpb,2k5/2p2RR1/pp1p3p/4b3/2P4P/1r4PK/8/8 w - - 0 47,f7c7 c8b8 c7b7 b8a8 b7a7,w,1442,5
hAKeq,4n3/R3R3/1pPp1pk1/2P1pNp1/1P4P1/4K3/3r4/7q w - - 0 46,e7g7 e8g7 a7g7,w,1442,3
4brhm,7k/p2R2R1/1b6/6B1/3p3p/3P3P/P1r3r1/7K w - - 2 34,g7h7 h8g8 d7g7,w,1443,3
5sipF,8/Q1P2pk1/4p3/8/6p1/8/PP1r1rPK/8 b - - 0 33,f2g2 h2h1 g2h2,b,1443,3
jIQvZ,5r2/pbrn1pRR/1p2pkp1/2ppN3/3P4/2P1P1P1/PPK2PP1/8 w - - 2 25,g7f7 f8f7 h7f7,w,1443,3
xgWsf,5k2/6pp/8/p1p5/P1P4P/5pPB/1r1r4/5RKR b - - 1 42,d2g2 h3g2 b2g2,b,1444,3
0CPij,6k1/4q1p1/4p2p/1pPb1p1B/1P1PpP2/4Q1RP/r1r2RP1/2B3K1 b - - 10 33,c2f2 e3f2 a2f2,b,1445,3
6FvXr,6k1/4R1p1/p6p/1p6/8/P5PQ/1Prq2rP/4R2K b - - 2 26,g2h2 h3h2 d2h2,b,1445,3
FUFs8,8/1p3pkp/4p1p1/p7/P2p2P1/1P3P2/2rrN1P1/2R1RK2 b - - 1 34,d2e2 c1c2 e2c2,b,1445,3
ItI2j,8/p5kp/6p1/8/5PQP/1P6/r4rPK/8 b - - 0 37,f2g2 g4g2 a2g2,b,1445,3
KkOEq,8/1p6/1kp5/p7/4P3/1P4p1/1PB1r1r1/1KR3R1 b - - 1 39,e2c2 g1g2 c2g2,b,1445,3
wvpoI,r3r1k1/1R3Rp1/2p1n1Qp/3p2q1/3P4/2N1P1P1/6KP/8 w - - 4 26,f7g7 e6g7 b7g7 g8h8 g7h7,w,1445,5
Mipow,1r4k1/R4Rbn/3p3q/3P4/2P1P3/4n1B1/1r4BP/2Q4K w - - 3 40,f7g7 h6g7 a7g7,w,1447,3
1wS5n,6k1/2P2pp1/5b2/1R1p4/3P3p/5P1P/2r2r1B/3R2K1 b - - 0 36,f2g2 g1h1 g2h2,b,1448,3
